0,Tue Feb  5 15:01:16 20191,DIST,4,AN0,C295,0,0,2,6.85,AN1,4897,15,-1,2,10.06,AN2,5C15,-1,15,2,13.66,AN3,07A7,31,15,2,27.84,POS,5.94,3.23,0.86,85,DIST,3,AN0,C295,0,0,2,6.75,AN1,4897,15,-1,2,9.89,AN2,07A7,31,15,2,27.95,POS,5.98,2.67,0.3,50,,,,,,
1,Tue Feb  5 15:01:16 20192,DIST,4,AN0,C295,0,0,2,6.89,AN1,4897,15,-1,2,10.03,AN2,5C15,-1,15,2,13.7,AN3,07A7,31,15,2,27.85,POS,5.95,3.24,0.88,82,DIST,3,AN0,C295,0,0,2,6.75,AN1,4897,15,-1,2,9.9,AN2,07A7,31,15,2,27.95,POS,5.97,2.67,0.31,50,,,,,,
2,Tue Feb  5 15:01:16 20193,DIST,4,AN0,C295,0,0,2,6.87,AN1,4897,15,-1,2,10.03,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.83,POS,5.96,3.25,0.94,82,DIST,3,AN0,C295,0,0,2,6.76,AN1,4897,15,-1,2,9.95,AN2,07A7,31,15,2,27.99,POS,5.96,2.67,0.27,50,,,,,,
3,Tue Feb  5 15:01:16 20194,DIST,4,AN0,C295,0,0,2,6.9,AN1,4897,15,-1,2,10.05,AN2,5C15,-1,15,2,13.68,AN3,07A7,31,15,2,27.77,POS,5.96,3.26,0.94,89,DIST,3,AN0,C295,0,0,2,6.78,AN1,4897,15,-1,2,9.91,AN2,07A7,31,15,2,27.98,POS,5.96,2.66,0.24,50,,,,,,
4,Tue Feb  5 15:01:16 20195,DIST,4,AN0,C295,0,0,2,6.85,AN1,4897,15,-1,2,10.03,AN2,5C15,-1,15,2,13.66,AN3,07A7,31,15,2,27.79,POS,5.96,3.26,1,87,DIST,3,AN0,C295,0,0,2,6.77,AN1,4897,15,-1,2,9.88,AN2,07A7,31,15,2,27.98,POS,5.97,2.65,0.23,50,,,,,,
5,Tue Feb  5 15:01:16 20196,DIST,4,AN0,C295,0,0,2,6.9,AN1,4897,15,-1,2,10.01,AN2,5C15,-1,15,2,13.69,AN3,07A7,31,15,2,27.83,POS,5.97,3.26,1.01,81,DIST,3,AN0,C295,0,0,2,6.78,AN1,4897,15,-1,2,9.85,AN2,07A7,31,15,2,27.99,POS,5.98,2.62,0.2,50,,,,,,
6,Tue Feb  5 15:01:16 20197,DIST,4,AN0,C295,0,0,2,6.87,AN1,4897,15,-1,2,10.06,AN2,5C15,-1,15,2,13.69,AN3,07A7,31,15,2,27.84,POS,5.97,3.26,0.99,86,DIST,3,AN0,C295,0,0,2,6.78,AN1,4897,15,-1,2,9.96,AN2,07A7,31,15,2,27.99,POS,5.97,2.63,0.18,50,,,,,,
7,Tue Feb  5 15:01:16 20198,DIST,4,AN0,C295,0,0,2,6.92,AN1,4897,15,-1,2,10.07,AN2,5C15,-1,15,2,13.69,AN3,07A7,31,15,2,27.78,POS,5.97,3.27,0.93,90,DIST,3,AN0,C295,0,0,2,6.78,AN1,4897,15,-1,2,9.9,AN2,07A7,31,15,2,27.93,POS,5.97,2.65,0.2,50,,,,,,
8,Tue Feb  5 15:01:16 20199,DIST,3,AN0,C295,0,0,2,6.85,AN1,5C15,-1,15,2,13.67,AN2,07A7,31,15,2,27.8,POS,5.94,3.26,0.83,50,,,,,,,DIST,3,AN0,C295,0,0,2,6.73,AN1,4897,15,-1,2,9.95,AN2,07A7,31,15,2,27.95,POS,5.96,2.68,0.25,50,,,,,,
9,Tue Feb  5 15:01:16 201910,DIST,4,AN0,C295,0,0,2,6.87,AN1,4897,15,-1,2,10.05,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.8,POS,5.94,3.27,0.87,87,DIST,3,AN0,C295,0,0,2,6.82,AN1,4897,15,-1,2,9.88,AN2,07A7,31,15,2,27.95,POS,5.97,2.66,0.22,50,,,,,,
10,Tue Feb  5 15:01:17 20191,DIST,4,AN0,C295,0,0,2,6.88,AN1,4897,15,-1,2,10.05,AN2,5C15,-1,15,2,13.64,AN3,07A7,31,15,2,27.8,POS,5.95,3.28,0.92,85,DIST,3,AN0,C295,0,0,2,6.71,AN1,4897,15,-1,2,9.87,AN2,07A7,31,15,2,27.97,POS,5.97,2.66,0.27,50,,,,,,
11,Tue Feb  5 15:01:17 20192,DIST,4,AN0,C295,0,0,2,6.86,AN1,4897,15,-1,2,10.05,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.83,POS,5.95,3.27,0.95,85,DIST,3,AN0,C295,0,0,2,6.76,AN1,4897,15,-1,2,9.86,AN2,07A7,31,15,2,27.95,POS,5.97,2.65,0.28,50,,,,,,
12,Tue Feb  5 15:01:17 20193,DIST,4,AN0,C295,0,0,2,6.89,AN1,4897,15,-1,2,10.04,AN2,5C15,-1,15,2,13.7,AN3,07A7,31,15,2,27.83,POS,5.95,3.27,0.93,85,DIST,3,AN0,C295,0,0,2,6.69,AN1,4897,15,-1,2,9.9,AN2,07A7,31,15,2,28.01,POS,5.96,2.64,0.29,50,,,,,,
13,Tue Feb  5 15:01:17 20194,DIST,4,AN0,C295,0,0,2,6.94,AN1,4897,15,-1,2,10.03,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.78,POS,5.97,3.28,0.94,83,DIST,3,AN0,C295,0,0,2,6.81,AN1,4897,15,-1,2,9.93,AN2,07A7,31,15,2,27.97,POS,5.97,2.65,0.24,50,,,,,,
14,Tue Feb  5 15:01:17 20195,DIST,4,AN0,C295,0,0,2,6.87,AN1,4897,15,-1,2,10.06,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.79,POS,5.96,3.28,0.94,89,DIST,3,AN0,C295,0,0,2,6.79,AN1,4897,15,-1,2,9.89,AN2,07A7,31,15,2,27.95,POS,5.97,2.65,0.24,50,,,,,,
15,Tue Feb  5 15:01:17 20196,DIST,4,AN0,C295,0,0,2,6.86,AN1,4897,15,-1,2,10.06,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.83,POS,5.96,3.27,0.95,86,DIST,3,AN0,C295,0,0,2,6.76,AN1,4897,15,-1,2,9.85,AN2,07A7,31,15,2,27.95,POS,5.98,2.64,0.25,50,,,,,,
16,Tue Feb  5 15:01:17 20197,DIST,4,AN0,C295,0,0,2,6.89,AN1,4897,15,-1,2,10.01,AN2,5C15,-1,15,2,13.69,AN3,07A7,31,15,2,27.88,POS,5.97,3.27,0.97,76,DIST,3,AN0,C295,0,0,2,6.8,AN1,4897,15,-1,2,9.91,AN2,07A7,31,15,2,27.99,POS,5.98,2.64,0.21,50,,,,,,
17,Tue Feb  5 15:01:17 20198,DIST,4,AN0,C295,0,0,2,6.89,AN1,4897,15,-1,2,10.05,AN2,5C15,-1,15,2,13.69,AN3,07A7,31,15,2,27.84,POS,5.97,3.27,0.95,84,DIST,2,AN0,C295,0,0,2,6.78,AN1,4897,15,-1,2,9.9,,,,,,,,,,,,,,,,,
18,Tue Feb  5 15:01:17 20199,DIST,4,AN0,C295,0,0,2,6.84,AN1,4897,15,-1,2,10.02,AN2,5C15,-1,15,2,13.69,AN3,07A7,31,15,2,27.84,POS,5.96,3.26,1,83,DIST,3,AN0,C295,0,0,2,6.81,AN1,4897,15,-1,2,9.81,AN2,07A7,31,15,2,27.96,POS,5.99,2.61,0.19,50,,,,,,
19,Tue Feb  5 15:01:17 201910,DIST,4,AN0,C295,0,0,2,6.9,AN1,4897,15,-1,2,10.01,AN2,5C15,-1,15,2,13.68,AN3,07A7,31,15,2,27.82,POS,5.97,3.27,1.02,82,DIST,3,AN0,C295,0,0,2,6.81,AN1,4897,15,-1,2,9.86,AN2,07A7,31,15,2,28,POS,6,2.59,0.15,50,,,,,,
20,Tue Feb  5 15:01:18 20191,DIST,4,AN0,C295,0,0,2,0,AN1,4897,15,-1,2,10.05,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.86,,,,,,DIST,3,AN0,C295,0,0,2,6.73,AN1,4897,15,-1,2,9.87,AN2,07A7,31,15,2,27.97,POS,5.99,2.6,0.2,50,,,,,,
21,Tue Feb  5 15:01:18 20192,DIST,4,AN0,C295,0,0,2,6.87,AN1,4897,15,-1,2,10.03,AN2,5C15,-1,15,2,13.68,AN3,07A7,31,15,2,27.78,POS,5.97,3.27,1.03,89,DIST,3,AN0,C295,0,0,2,6.72,AN1,4897,15,-1,2,9.87,AN2,07A7,31,15,2,27.95,POS,5.99,2.61,0.25,50,,,,,,
22,Tue Feb  5 15:01:18 20193,DIST,4,AN0,C295,0,0,2,6.9,AN1,4897,15,-1,2,10.03,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.86,POS,5.98,3.27,1.03,78,DIST,3,AN0,C295,0,0,2,6.68,AN1,4897,15,-1,2,9.8,AN2,07A7,31,15,2,27.96,POS,5.99,2.6,0.32,50,,,,,,
23,Tue Feb  5 15:01:18 20194,DIST,4,AN0,C295,0,0,2,6.86,AN1,4897,15,-1,2,10.02,AN2,5C15,-1,15,2,13.7,AN3,07A7,31,15,2,27.83,POS,5.97,3.27,1.04,84,DIST,3,AN0,C295,0,0,2,6.75,AN1,4897,15,-1,2,9.89,AN2,07A7,31,15,2,27.99,POS,5.98,2.6,0.29,50,,,,,,
24,Tue Feb  5 15:01:18 20195,DIST,4,AN0,C295,0,0,2,6.88,AN1,4897,15,-1,2,10.05,AN2,5C15,-1,15,2,13.67,AN3,07A7,31,15,2,27.84,POS,5.97,3.27,1.02,83,DIST,3,AN0,C295,0,0,2,6.69,AN1,4897,15,-1,2,9.92,AN2,07A7,31,15,2,27.98,POS,5.97,2.62,0.33,50,,,,,,
