0,Tue Feb  5 15:06:10 20191,DIST,4,AN0,C295,0,0,2,31.77,AN1,4897,15,-1,2,25.31,AN2,5C15,-1,15,2,23.17,AN3,07A7,31,15,2,13.37,,,,,,DIST,1,AN0,17AF,30,30,2,11.27,,,,,,,,,,,,,,,,,,,,,,,
1,Tue Feb  5 15:06:10 20192,DIST,4,AN0,C295,0,0,2,31.75,AN1,4897,15,-1,2,25.31,AN2,5C15,-1,15,2,23.15,AN3,07A7,31,15,2,13.32,,,,,,DIST,1,AN0,17AF,30,30,2,11.24,,,,,,,,,,,,,,,,,,,,,,,
2,Tue Feb  5 15:06:10 20193,DIST,3,AN0,C295,0,0,2,31.76,AN1,5C15,-1,15,2,23.15,AN2,07A7,31,15,2,13.33,,,,,,,,,,,,DIST,1,AN0,17AF,30,30,2,11.26,,,,,,,,,,,,,,,,,,,,,,,
3,Tue Feb  5 15:06:10 20194,DIST,4,AN0,C295,0,0,2,31.74,AN1,4897,15,-1,2,25.34,AN2,5C15,-1,15,2,23.13,AN3,07A7,31,15,2,13.3,,,,,,DIST,2,AN0,5C15,-1,15,2,23.29,AN1,17AF,30,30,2,11.31,,,,,,,,,,,,,,,,,
4,Tue Feb  5 15:06:10 20195,DIST,3,AN0,4897,15,-1,2,25.32,AN1,5C15,-1,15,2,23.19,AN2,07A7,31,15,2,13.28,,,,,,,,,,,,DIST,1,AN0,17AF,30,30,2,11.25,,,,,,,,,,,,,,,,,,,,,,,
5,Tue Feb  5 15:06:10 20196,DIST,4,AN0,C295,0,0,2,31.77,AN1,4897,15,-1,2,25.29,AN2,5C15,-1,15,2,23.17,AN3,07A7,31,15,2,13.29,,,,,,DIST,1,AN0,17AF,30,30,2,11.33,,,,,,,,,,,,,,,,,,,,,,,
6,Tue Feb  5 15:06:10 20197,DIST,4,AN0,C295,0,0,2,31.8,AN1,4897,15,-1,2,25.31,AN2,5C15,-1,15,2,23.17,AN3,07A7,31,15,2,13.32,,,,,,DIST,1,AN0,17AF,30,30,2,11.25,,,,,,,,,,,,,,,,,,,,,,,
7,Tue Feb  5 15:06:10 20198,DIST,3,AN0,C295,0,0,2,31.77,AN1,5C15,-1,15,2,23.19,AN2,07A7,31,15,2,13.3,,,,,,,,,,,,DIST,1,AN0,17AF,30,30,2,11.26,,,,,,,,,,,,,,,,,,,,,,,
8,Tue Feb  5 15:06:10 20199,DIST,4,AN0,C295,0,0,2,31.75,AN1,4897,15,-1,2,25.32,AN2,5C15,-1,15,2,23.14,AN3,07A7,31,15,2,13.3,,,,,,DIST,1,AN0,17AF,30,30,2,11.3,,,,,,,,,,,,,,,,,,,,,,,
9,Tue Feb  5 15:06:10 201910,DIST,4,AN0,C295,0,0,2,31.73,AN1,4897,15,-1,2,25.33,AN2,5C15,-1,15,2,23.2,AN3,07A7,31,15,2,13.32,,,,,,DIST,1,AN0,17AF,30,30,2,11.25,,,,,,,,,,,,,,,,,,,,,,,
